,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
318,318,266,Silcoon,Schaloko,カラサリス (Karasalis),3,Normal,Cocoon Pokémon,1,Bug,,0.6,10.0,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,70.0,72.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
319,319,267,Beautifly,Papinella,アゲハント (Agehunt),3,Normal,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395.0,60.0,70.0,50.0,100.0,50.0,65.0,45.0,70.0,178.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
320,320,268,Cascoon,Panekon,マユルド (Mayuld),3,Normal,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,70.0,72.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
321,321,269,Dustox,Pudox,ドクケイル (Dokucale),3,Normal,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385.0,60.0,50.0,70.0,50.0,90.0,65.0,45.0,70.0,173.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
322,322,270,Lotad,Loturzel,ハスボー (Hassboh),3,Normal,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220.0,40.0,30.0,30.0,40.0,50.0,30.0,255.0,70.0,44.0,Medium Slow,2,Grass,Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
323,323,271,Lombre,Lombrero,ハスブレロ (Hasubrero),3,Normal,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340.0,60.0,50.0,50.0,60.0,70.0,50.0,120.0,70.0,119.0,Medium Slow,2,Grass,Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
324,324,272,Ludicolo,Kappalores,ルンパッパ (Runpappa),3,Normal,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480.0,80.0,70.0,70.0,90.0,100.0,70.0,45.0,70.0,216.0,Medium Slow,2,Grass,Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
325,325,273,Seedot,Samurzel,タネボー (Taneboh),3,Normal,Acorn Pokémon,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220.0,40.0,40.0,50.0,30.0,30.0,30.0,255.0,70.0,44.0,Medium Slow,2,Field,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
326,326,274,Nuzleaf,Blanas,コノハナ (Konohana),3,Normal,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340.0,70.0,70.0,40.0,60.0,40.0,60.0,120.0,70.0,119.0,Medium Slow,2,Field,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
327,327,275,Shiftry,Tengulist,ダーテング (Dirteng),3,Normal,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480.0,90.0,100.0,60.0,90.0,60.0,80.0,45.0,70.0,216.0,Medium Slow,2,Field,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
328,328,276,Taillow,Schwalbini,スバメ (Subame),3,Normal,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270.0,40.0,55.0,30.0,30.0,30.0,85.0,200.0,70.0,54.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
329,329,277,Swellow,Schwalboss,オオスバメ (Ohsubame),3,Normal,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455.0,60.0,85.0,60.0,75.0,50.0,125.0,45.0,70.0,159.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
330,330,278,Wingull,Wingull,キャモメ (Camome),3,Normal,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270.0,40.0,30.0,30.0,55.0,30.0,85.0,190.0,70.0,54.0,Medium Fast,2,Flying,Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
331,331,279,Pelipper,Pelipper,ペリッパー (Pelipper),3,Normal,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,70.0,154.0,Medium Fast,2,Flying,Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
332,332,280,Ralts,Trasla,ラルトス (Ralts),3,Normal,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,235.0,35.0,40.0,Slow,2,Amorphous,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
333,333,281,Kirlia,Kirlia,キルリア (Kirlia),3,Normal,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,120.0,35.0,97.0,Slow,2,Amorphous,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
334,334,282,Gardevoir,Guardevoir,サーナイト (Sirnight),3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,45.0,35.0,233.0,Slow,2,Amorphous,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
336,336,283,Surskit,Gehweiher,アメタマ (Ametama),3,Normal,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269.0,40.0,30.0,32.0,50.0,52.0,65.0,200.0,70.0,54.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
337,337,284,Masquerain,Maskeregen,アメモース (Amemoth),3,Normal,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454.0,70.0,60.0,62.0,100.0,82.0,80.0,75.0,70.0,159.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
338,338,285,Shroomish,Knilz,キノココ (Kinococo),3,Normal,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295.0,60.0,40.0,60.0,40.0,60.0,35.0,255.0,70.0,59.0,Fluctuating,2,Fairy,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
339,339,286,Breloom,Kapilz,キノガッサ (Kinogassa),3,Normal,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460.0,60.0,130.0,80.0,60.0,60.0,70.0,90.0,70.0,161.0,Fluctuating,2,Fairy,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
340,340,287,Slakoth,Bummelz,ナマケロ (Namakero),3,Normal,Slacker Pokémon,1,Normal,,0.8,24.0,1,Truant,,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,255.0,70.0,56.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
341,341,288,Vigoroth,Muntier,ヤルキモノ (Yarukimono),3,Normal,Wild Monkey Pokémon,1,Normal,,1.4,46.5,1,Vital Spirit,,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,120.0,70.0,154.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
342,342,289,Slaking,Letarking,ケッキング (Kekking),3,Normal,Lazy Pokémon,1,Normal,,2.0,130.5,1,Truant,,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,45.0,70.0,252.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
343,343,290,Nincada,Nincada,ツチニン (Tutinin),3,Normal,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266.0,31.0,45.0,90.0,30.0,30.0,40.0,255.0,70.0,53.0,Erratic,1,Bug,,50.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,344,291,Ninjask,Ninjask,テッカニン (Tekkanin),3,Normal,Ninja Pokémon,2,Bug,Flying,0.8,12.0,2,Speed Boost,,Infiltrator,456.0,61.0,90.0,45.0,50.0,50.0,160.0,120.0,70.0,160.0,Erratic,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
345,345,292,Shedinja,Ninjatom,ヌケニン (Nukenin),3,Normal,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236.0,1.0,90.0,45.0,30.0,30.0,40.0,45.0,70.0,83.0,Erratic,1,Mineral,,,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
346,346,293,Whismur,Flurmel,ゴニョニョ (Gonyonyo),3,Normal,Whisper Pokémon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240.0,64.0,51.0,23.0,51.0,23.0,28.0,190.0,70.0,48.0,Medium Slow,2,Field,Monster,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,347,294,Loudred,Krakeelo,ドゴーム (Dogohmb),3,Normal,Big Voice Pokémon,1,Normal,,1.0,40.5,2,Soundproof,,Scrappy,360.0,84.0,71.0,43.0,71.0,43.0,48.0,120.0,70.0,126.0,Medium Slow,2,Field,Monster,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,348,295,Exploud,Krawumms,バクオング (Bakuong),3,Normal,Loud Noise Pokémon,1,Normal,,1.5,84.0,2,Soundproof,,Scrappy,490.0,104.0,91.0,63.0,91.0,73.0,68.0,45.0,70.0,221.0,Medium Slow,2,Field,Monster,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,349,296,Makuhita,Makuhita,マクノシタ (Makunoshita),3,Normal,Guts Pokémon,1,Fighting,,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237.0,72.0,60.0,30.0,20.0,30.0,25.0,180.0,70.0,47.0,Fluctuating,1,Human-Like,,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
350,350,297,Hariyama,Hariyama,ハリテヤマ (Hariteyama),3,Normal,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474.0,144.0,120.0,60.0,40.0,60.0,50.0,200.0,70.0,166.0,Fluctuating,1,Human-Like,,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
351,351,298,Azurill,Azurill,ルリリ (Ruriri),3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190.0,50.0,20.0,40.0,20.0,40.0,20.0,150.0,70.0,38.0,Fast,1,Undiscovered,,25.0,10.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
352,352,299,Nosepass,Nasgnet,ノズパス (Nosepass),3,Normal,Compass Pokémon,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375.0,30.0,45.0,135.0,45.0,90.0,30.0,255.0,70.0,75.0,Medium Fast,1,Mineral,,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
353,353,300,Skitty,Eneco,エネコ (Eneco),3,Normal,Kitten Pokémon,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260.0,50.0,45.0,45.0,35.0,35.0,50.0,255.0,70.0,52.0,Fast,2,Fairy,Field,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,354,301,Delcatty,Enekoro,エネコロロ (Enekororo),3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400.0,70.0,65.0,65.0,55.0,55.0,90.0,60.0,70.0,140.0,Fast,2,Fairy,Field,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,355,302,Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380.0,50.0,75.0,75.0,65.0,65.0,50.0,45.0,35.0,133.0,Medium Slow,1,Human-Like,,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
357,357,303,Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380.0,50.0,85.0,85.0,55.0,55.0,50.0,45.0,70.0,133.0,Fast,2,Fairy,Field,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
359,359,304,Aron,Stollunior,ココドラ (Cokodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330.0,50.0,70.0,100.0,40.0,40.0,30.0,180.0,35.0,66.0,Slow,1,Monster,,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
360,360,305,Lairon,Stollrak,コドラ (Kodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430.0,60.0,90.0,140.0,50.0,50.0,40.0,90.0,35.0,151.0,Slow,1,Monster,,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
361,361,306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530.0,70.0,110.0,180.0,60.0,60.0,50.0,45.0,35.0,239.0,Slow,1,Monster,,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
363,363,307,Meditite,Meditie,アサナン (Asanan),3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280.0,30.0,40.0,55.0,40.0,55.0,60.0,180.0,70.0,56.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
364,364,308,Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410.0,60.0,60.0,75.0,60.0,75.0,80.0,90.0,70.0,144.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
366,366,309,Electrike,Frizelbliz,ラクライ (Rakurai),3,Normal,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295.0,40.0,45.0,40.0,65.0,40.0,65.0,120.0,70.0,59.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,367,310,Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475.0,70.0,75.0,60.0,105.0,60.0,105.0,45.0,70.0,166.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,369,311,Plusle,Plusle,プラスル (Prasle),3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405.0,60.0,50.0,40.0,85.0,75.0,95.0,200.0,70.0,142.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
370,370,312,Minun,Minun,マイナン (Minun),3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405.0,60.0,40.0,50.0,75.0,85.0,95.0,200.0,70.0,142.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,371,313,Volbeat,Volbeat,バルビート (Barubeat),3,Normal,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430.0,65.0,73.0,75.0,47.0,85.0,85.0,150.0,70.0,151.0,Erratic,2,Bug,Human-Like,100.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
372,372,314,Illumise,Illumise,イルミーゼ (Illumise),3,Normal,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430.0,65.0,47.0,75.0,73.0,85.0,85.0,150.0,70.0,151.0,Fluctuating,2,Bug,Human-Like,0.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
373,373,315,Roselia,Roselia,ロゼリア (Roselia),3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,400.0,50.0,60.0,45.0,100.0,80.0,65.0,150.0,70.0,140.0,Medium Slow,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
374,374,316,Gulpin,Schluppuck,ゴクリン (Gokulin),3,Normal,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302.0,70.0,43.0,53.0,43.0,53.0,40.0,225.0,70.0,60.0,Fluctuating,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
375,375,317,Swalot,Schlukwech,マルノーム (Marunoom),3,Normal,Poison Bag Pokémon,1,Poison,,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,467.0,100.0,73.0,83.0,73.0,83.0,55.0,75.0,70.0,163.0,Fluctuating,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
376,376,318,Carvanha,Kanivanha,キバニア (Kibanha),3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305.0,45.0,90.0,20.0,65.0,20.0,65.0,225.0,35.0,61.0,Slow,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
377,377,319,Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460.0,70.0,120.0,40.0,95.0,40.0,95.0,60.0,35.0,161.0,Slow,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
379,379,320,Wailmer,Wailmer,ホエルコ (Hoeruko),3,Normal,Ball Whale Pokémon,1,Water,,2.0,130.0,3,Water Veil,Oblivious,Pressure,400.0,130.0,70.0,35.0,70.0,35.0,60.0,125.0,70.0,80.0,Fluctuating,2,Field,Water 2,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
380,380,321,Wailord,Wailord,ホエルオー (Whaloh),3,Normal,Float Whale Pokémon,1,Water,,14.5,398.0,3,Water Veil,Oblivious,Pressure,500.0,170.0,90.0,45.0,90.0,45.0,60.0,60.0,70.0,175.0,Fluctuating,2,Field,Water 2,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
381,381,322,Numel,Camaub,ドンメル (Donmel),3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,305.0,60.0,60.0,40.0,65.0,45.0,35.0,255.0,70.0,61.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
382,382,323,Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,460.0,70.0,100.0,70.0,105.0,75.0,40.0,150.0,70.0,161.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
384,384,324,Torkoal,Qurtel,コータス (Cotoise),3,Normal,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470.0,70.0,85.0,140.0,85.0,70.0,20.0,90.0,70.0,165.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
385,385,325,Spoink,Spoink,バネブー (Baneboo),3,Normal,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330.0,60.0,25.0,35.0,70.0,80.0,60.0,255.0,70.0,66.0,Fast,1,Field,,50.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
386,386,326,Grumpig,Groink,ブーピッグ (Boopig),3,Normal,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470.0,80.0,45.0,65.0,90.0,110.0,80.0,60.0,70.0,165.0,Fast,1,Field,,50.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
387,387,327,Spinda,Pandir,パッチール (Patcheel),3,Normal,Spot Panda Pokémon,1,Normal,,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,360.0,60.0,60.0,60.0,60.0,60.0,60.0,255.0,70.0,126.0,Fast,2,Field,Human-Like,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
388,388,328,Trapinch,Knacklion,ナックラー (Nuckrar),3,Normal,Ant Pit Pokémon,1,Ground,,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,290.0,45.0,100.0,45.0,45.0,45.0,10.0,255.0,70.0,58.0,Medium Slow,2,Bug,Dragon,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
